Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,SMA_20,SMA_50,RSI,MACD,MACD_Signal,BB_upper,BB_lower,Volume_MA,Price_Change,High_Low_Pct,Next_Close,Target,Next_Day_Change
2023-10-31 00:00:00-04:00,40.42845942928613,40.85723182270613,39.209107910754994,40.75828170776367,517969000,0.0,0.0,NVDA,43.56053428649902,44.50875190734863,28.15718049952865,-0.9561690726302459,-0.627649675247467,47.95923536961437,39.16183320338367,461847650.0,-0.009256273111010183,0.04043654057273966,42.302459716796875,1,3.78862391723218
2023-11-01 00:00:00-04:00,40.86222525978218,42.35842964883917,40.847233858365946,42.302459716796875,437593000,0.0,0.0,NVDA,43.4747802734375,44.442002868652345,34.802641077824916,-0.8662359879690555,-0.6753674826328286,47.90274251580183,39.04681803107317,465636250.0,0.03788623917232181,0.03572359150248606,43.48282241821289,1,2.7902933052078143
2023-11-02 00:00:00-04:00,43.304915845792905,43.8606193892192,42.87114895315602,43.48282241821289,409172000,0.0,0.0,NVDA,43.415711402893066,44.369918746948244,43.43827454975233,-0.693333491250236,-0.6789607171782988,47.80824331540136,39.02317949038477,466420700.0,0.027902933052078138,0.022755432629155577,44.98102569580078,1,3.4455060510523903
2023-11-03 00:00:00-04:00,43.99654982171858,45.284860788211226,43.69970715705382,44.98102569580078,424610000,0.0,0.0,NVDA,43.37788143157959,44.32685943603516,46.54229623125714,-0.43234387557112086,-0.6296369884233115,47.698661142967076,39.0571017201921,465929400.0,0.03445506051052383,0.03524049544529142,45.72662353515625,1,1.6575830093289186
2023-11-06 00:00:00-05:00,45.26087221426332,45.91052742241196,44.875076287164106,45.72662353515625,400733000,0.0,0.0,NVDA,43.40176868438721,44.32159797668457,56.316622056927415,-0.16436001264293054,-0.5365810492616055,47.77111043280733,39.03242693596708,465482300.0,0.016575830093289223,0.02264438209507777,45.930519104003906,1,0.4459012126510809
2023-11-07 00:00:00-05:00,45.69464477302746,46.19337566496645,45.13394282468121,45.930519104003906,343165000,0.0,0.0,NVDA,43.40961456298828,44.30408454895019,64.66872442325919,0.0634787432825803,-0.41656852947758705,47.7974135848064,39.02181554117016,464211450.0,0.004459012126510897,0.023065988822949874,46.549190521240234,1,1.3469724037636592
2023-11-08 00:00:00-05:00,46.07544019276808,46.84203370294661,45.943510541994904,46.549190521240234,346719000,0.0,0.0,NVDA,43.39802074432373,44.259988403320314,66.7691656090054,0.28996331401999953,-0.27526163208619925,47.749385061687235,39.046656426960226,462640550.0,0.013469724037636688,0.01930265920610824,46.92498779296875,1,0.8073121519847711
2023-11-09 00:00:00-05:00,47.441710649212965,48.20430464318131,46.7250935819568,46.92498779296875,540496000,0.0,0.0,NVDA,43.39827041625976,44.21381423950195,71.39780867159084,0.4936991471516663,-0.12146901591343379,47.750486100326384,39.04605473219314,465599100.0,0.008073121519847737,0.03152288643634248,48.30925369262695,1,2.9499547357700577
2023-11-10 00:00:00-05:00,47.474699366177006,48.44618175731755,47.257815895666226,48.30925369262695,421245000,0.0,0.0,NVDA,43.541894149780276,44.19350631713867,70.94406942903768,0.7569043284348282,0.05420607361448631,48.34371716610732,38.740071133453235,462955600.0,0.02949954735770066,0.024599135172164558,48.59409713745117,1,0.589625016019844
2023-11-13 00:00:00-05:00,48.29425772183734,49.089835094749,48.07337478624012,48.59409713745117,384136000,0.0,0.0,NVDA,43.668076515197754,44.1958048248291,69.99922390280798,0.976947501735232,0.23875471276359364,48.8659681272178,38.47018490317771,463407450.0,0.005896250160198457,0.020917361745270414,49.62954330444336,1,2.130806472365088
2023-11-14 00:00:00-05:00,49.65353259219839,49.80744987552175,49.01387417114993,49.62954330444336,416954000,0.0,0.0,NVDA,43.95382385253906,44.21803283691406,84.114350624513,1.2200152779920685,0.43500712656523755,49.79705925914793,38.11058844593019,443638500.0,0.021308064723650988,0.01598998603520837,48.861961364746094,0,-1.546623016433326
2023-11-15 00:00:00-05:00,49.908404587648306,49.933388984346166,48.17432808740097,48.861961364746094,475497000,0.0,0.0,NVDA,44.28824577331543,44.25455345153809,89.41997538450292,1.3357963521989333,0.6151651925651229,50.45888477786851,38.11760676876235,436048650.0,-0.015466230164333239,0.036000619864890566,49.45363998413086,1,1.2109186836934094
2023-11-16 00:00:00-05:00,48.653068013679516,49.4986179937958,48.30425491304157,49.45363998413086,339756000,0.0,0.0,NVDA,44.656999015808104,44.319298934936526,89.81210053342303,1.4580840202750238,0.7837491234537413,51.144944212126596,38.16905381948961,427974800.0,0.012109186836934072,0.02415116624655915,49.27174377441406,0,-0.36781157013955984
2023-11-17 00:00:00-05:00,49.497621330678015,49.690519330165195,48.98089839763263,49.27174377441406,325205000,0.0,0.0,NVDA,45.052338218688966,44.39377937316895,87.67491489289512,1.52284335159829,0.9315680850669835,51.65817759511168,38.44649884226625,420371750.0,-0.0036781157013956456,0.014402188316725649,50.38214874267578,1,2.253634402195305
2023-11-20 00:00:00-05:00,49.28573296601089,50.52107463973848,49.154802228016756,50.38214874267578,414120000,0.0,0.0,NVDA,45.42384014129639,44.49834373474121,91.76002163780578,1.6441845659052206,1.07409147069801,52.35981713649378,38.487863146098995,417151250.0,0.022536344021953036,0.027118184631225027,49.91739273071289,0,-0.9224616725590803
2023-11-21 00:00:00-05:00,50.09929497773503,50.490085514630344,49.19577725200011,49.91739273071289,565747000,0.0,0.0,NVDA,45.73772296905518,44.5997696685791,86.45810770087756,1.6836453278887902,1.196002303355902,52.89829453536316,38.57715140274719,425365450.0,-0.009224616725590828,0.02592900373648475,48.69004821777344,0,-2.4587512403954133
2023-11-24 00:00:00-05:00,48.44417984650633,48.89493979924666,47.719563787416085,47.75054931640625,294645000,0.0,0.0,NVDA,46.45668964385986,44.70823173522949,63.94287755470457,1.4381563073285264,1.3087548816265264,52.95546723616329,39.957912051556434,438099700.0,-0.019295501560506523,0.02461492126597868,48.216304779052734,1,0.9753928893263202
2023-11-27 00:00:00-05:00,47.77453886553829,48.50414957807058,47.626618886367,48.216304779052734,395662000,0.0,0.0,NVDA,46.843583488464354,44.795025482177735,62.897448433327234,1.333488497543243,1.3137016060817226,52.736932429569784,40.950234547358924,437043600.0,0.009753928893263097,0.01819987441436659,47.7955207824707,0,-0.8727006320999493
2023-11-28 00:00:00-05:00,48.21030059128394,48.29725603847213,47.44770661904763,47.7955207824707,401491000,0.0,0.0,NVDA,47.17640571594238,44.87208442687988,59.44905097627508,1.2028685263512173,1.2915349855762122,52.43046253757963,41.92234889430513,437716750.0,-0.008727006320999542,0.017774666025525885,48.11436080932617,1,0.6670918563825028
2023-11-29 00:00:00-05:00,48.353235748412,48.73603118931914,47.834511152822905,48.11436080932617,382005000,0.0,0.0,NVDA,47.54420967102051,44.96443534851074,58.17842888055787,1.112145936642051,1.2556571698856691,51.85102522776528,43.237394114275745,430918550.0,0.006670918563824957,0.01873702614628712,46.74509048461914,0,-2.8458661856349985
2023-11-30 00:00:00-05:00,47.99842040086038,48.08437694536423,46.39727625845336,46.74509048461914,526247000,0.0,0.0,NVDA,47.76634120941162,45.05500717163086,49.14840434388003,0.9195890872006771,1.1884435445006445,51.328774931746906,44.203907487076336,435351250.0,-0.02845866185634993,0.03609150542699206,46.740089416503906,0,-0.010698595431920086
2023-12-01 00:00:00-05:00,46.50021939065631,47.17485908076749,46.16239818011134,46.740089416503906,369317000,0.0,0.0,NVDA,47.92920455932617,45.169906005859374,41.45624030291261,0.7578495384815866,1.1023247342274636,50.91887473006711,44.93953438858524,433358500.0,-0.00010698595431923863,0.021661509708166108,45.485755920410156,0,-2.6836352085600534
2023-12-04 00:00:00-05:00,46.05245523122368,46.05245523122368,44.986022261895734,45.485755920410156,437543000,0.0,0.0,NVDA,47.95444107055664,45.24786445617676,34.69188308138335,0.5227719388515055,0.9864141653868258,50.84624625167529,45.06263588943799,434005150.0,-0.026836352085600534,0.023445426985845112,46.545284271240234,1,2.3293629607563617
2023-12-05 00:00:00-05:00,45.44577138304523,46.57926572789528,45.25085844528795,46.545284271240234,371718000,0.004,0.0,NVDA,47.99537410736084,45.33477996826172,34.84642886862882,0.41689818940578505,0.8725109625135569,50.77541929329877,45.21532892142291,432554400.0,0.02329362960756365,0.02854010461867856,45.48275375366211,0,-2.2827887598371586
2023-12-06 00:00:00-05:00,47.193993872768374,47.36591823339589,45.39179463674292,45.48275375366211,380590000,0.0,0.0,NVDA,47.97298583984375,45.40666145324707,33.864928182237776,0.2446836074453671,0.7469454847294417,50.829214620920894,45.11675705876661,434425650.0,-0.02282788759837162,0.04340378349439795,46.575279235839844,1,2.4020653808582737
2023-12-07 00:00:00-05:00,45.67967778228324,46.60826550622663,45.58371980279488,46.575279235839844,350823000,0.0,0.0,NVDA,47.97429027557373,45.489259490966795,36.8837147693601,0.19389241173341532,0.6363348653589462,50.82780372015213,45.120776830995325,434630850.0,0.02402065380858276,0.021997628790239365,47.484867095947266,1,1.9529412920996314
2023-12-08 00:00:00-05:00,46.57427306314803,47.71976316440486,46.52929109899644,47.484867095947266,359224000,0.0,0.0,NVDA,48.00228424072266,45.5776358795166,42.36387994367367,0.22426932123988053,0.5539217536911611,50.82325407225263,45.18131440919269,425567250.0,0.019529412920996414,0.025070556962978757,46.606258392333984,0,-1.850292013744035
