Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,SMA_20,SMA_50,RSI,MACD,MACD_Signal,BB_upper,BB_lower,Volume_MA,Price_Change,High_Low_Pct,Next_Close,Target,Next_Day_Change
2023-10-31 00:00:00-04:00,301.65506797142274,302.0230443095674,295.2402485246861,299.6261901855469,19434200,0.0,0.0,META,309.86753997802737,302.2381005859375,34.29176653245527,-1.8220724209971877,0.5140293389242084,330.59348106974693,289.1415988863078,23886240.0,-0.004592813956006525,0.02263752638139212,310.14849853515625,1,3.511811949113433
2023-11-01 00:00:00-04:00,300.2030602646755,311.03362675867317,300.2030602646755,310.14849853515625,20434600,0.0,0.0,META,310.17932891845703,302.72045471191404,43.268061290790264,-1.1729864619151158,0.17662232624930088,330.7148274195449,289.64383041736914,24063945.0,0.0351181194911343,0.03492058335007536,309.17388916015625,0,-0.3142395915515048
2023-11-02 00:00:00-04:00,315.56879981112854,317.08052611941633,306.64773889583915,309.17388916015625,21631800,0.0,0.0,META,310.481672668457,303.0512408447266,47.69716165355813,-0.7276056650259761,-0.004224923934206082,330.7563877981996,290.2069575387144,24189035.0,-0.003142395915515017,0.03374407603409502,312.88348388671875,1,1.1998408845712323
2023-11-03 00:00:00-04:00,310.84465089691764,313.8282822810547,309.3230001050505,312.88348388671875,16764300,0.0,0.0,META,310.44039764404295,303.6052008056641,45.916968664988254,-0.07916160832348851,-0.01921237033294982,330.69079560393857,290.1899996841473,23937055.0,0.01199840884571235,0.014399232966976955,314.0769348144531,1,0.3814362180160557
2023-11-06 00:00:00-05:00,314.2559757737672,316.5931295338994,312.73432490154977,314.0769348144531,12887700,0.0,0.0,META,310.31309509277344,304.20789428710935,44.781062453983175,0.5234869296482998,0.08932812419174195,330.43142567271923,290.19476451282765,23456255.0,0.003814362180160513,0.012286176425624165,317.0804748535156,1,0.956307103811013
2023-11-07 00:00:00-05:00,315.3300679800107,319.24857314388095,313.4006504992799,317.0804748535156,14055600,0.0,0.0,META,310.1629211425781,304.77597778320313,51.240778028947226,1.2259416053678933,0.3166518835759211,330.0172645560744,290.30857772908183,23207135.0,0.00956307103811005,0.01844302348576547,318.03521728515625,1,0.3011041383363941
2023-11-08 00:00:00-05:00,316.4041812247614,319.5767480450784,313.16195870265216,318.03521728515625,13609700,0.0,0.0,META,309.7631134033203,305.20940063476564,54.88438382840115,1.8374068952820721,0.6208040238854099,328.56621735174826,290.9600094548923,22785805.0,0.0030110413833639438,0.020170059772577322,318.801025390625,1,0.24079349199309344
2023-11-09 00:00:00-05:00,317.677216312415,322.41122449492514,317.06057361811105,318.801025390625,16103100,0.0,0.0,META,309.58359680175784,305.7156237792969,58.75511680261807,2.3557990036527485,0.9678040584638886,327.9423675027576,291.2248261007581,22564435.0,0.002407934919930854,0.016783668967996466,326.9761962890625,1,2.564348997441433
2023-11-10 00:00:00-05:00,318.1943867591092,327.3044127819098,317.7169947472732,326.9761962890625,19096200,0.0,0.0,META,310.283757019043,306.3696356201172,60.42078554781281,3.3801613525770904,1.4502766725789191,330.1897001873742,290.37781385071173,22452195.0,0.025643489974414235,0.02932145563942169,327.3938903808594,1,0.12774449532944396
2023-11-13 00:00:00-05:00,324.4202140001283,330.5167422679521,323.9229420782097,327.3938903808594,16908900,0.0,0.0,META,310.6835647583008,307.0222546386719,61.9231995426712,4.177017429503508,1.995625868645351,331.6530481359436,289.714081380658,22470835.0,0.0012774449532944043,0.020140266460292832,334.47503662109375,1,2.1628828296083453
2023-11-14 00:00:00-05:00,332.7147049495273,336.25527859415763,331.51128504957023,334.47503662109375,17179400,0.0,0.0,META,311.2957077026367,307.7415087890625,78.78834604109235,5.31327527800471,2.659156767375366,334.30067581314336,288.2907395921301,22510415.0,0.02162882829608348,0.014183400927351049,330.8946533203125,0,-1.0704485862235653
2023-11-15 00:00:00-05:00,336.08617307811147,336.55360986984874,328.21932811776264,330.8946533203125,14531200,0.0,0.0,META,312.0784118652344,308.40864807128906,89.39602370646193,5.859577558485512,3.2992417103392517,336.6597049814189,287.4971187490499,22394425.0,-0.010704485862235602,0.025187115199526513,332.3666076660156,1,0.44484077664387167
2023-11-16 00:00:00-05:00,327.572899082358,332.75446398029914,324.59922271893066,332.3666076660156,18932600,0.0,0.0,META,313.14158020019534,309.11517150878905,87.914914498326,6.337181398640212,3.9068302439205436,339.33194908449025,286.9512113159004,22405595.0,0.004448407766438622,0.024536885093954474,333.2120361328125,1,0.25436624717920475
2023-11-17 00:00:00-05:00,328.4581169430441,333.6695178825771,327.5530782449594,333.2120361328125,14494400,0.0,0.0,META,314.4538818359375,309.8541180419922,86.52972462505834,6.705981371013991,4.466660908603488,341.9395182646725,286.9682454072026,22014700.0,0.002543662471792052,0.018355998506547934,338.1150817871094,1,1.4714491442747903
2023-11-20 00:00:00-05:00,333.0628122657055,340.00470907598236,332.36661941403474,338.1150817871094,16960500,0.0,0.0,META,315.7447998046875,310.49878173828125,90.43046187777293,7.306883440773845,5.034705771605099,345.16124940726104,286.32835020211394,21972885.0,0.014714491442747946,0.022590206924744224,335.1413879394531,0,-0.8794916310561399
2023-11-21 00:00:00-05:00,336.4839978177994,338.04543890201586,334.0672636154936,335.1413879394531,12027900,0.0,0.0,META,316.95963592529296,311.2013275146484,81.20190465014741,7.458546076819118,5.5194740760831,347.50901076129014,286.4102610892958,21598005.0,-0.008794916310561396,0.011870140274172842,339.6267395019531,1,1.338346060472342
2023-11-22 00:00:00-05:00,337.3591809391104,341.0489601481263,336.73261351301085,339.6267395019531,10702700,0.0,0.0,META,319.04618682861326,311.92595153808594,84.95425621424023,7.848020293569732,5.9851835066719765,349.81286837682626,288.27950528040026,20023515.0,0.013383460604723396,0.012709089518231614,336.3845520019531,0,-0.9546325783283488
2023-11-24 00:00:00-05:00,338.27417910456165,339.9947204109217,334.9324962374372,336.3845520019531,5467500,0.0,0.0,META,321.5265777587891,312.4532586669922,77.26747072249593,7.806377433412479,6.3494224090819475,349.1806468148412,293.8725087027369,16962685.0,-0.009546325783283516,0.015048919884570348,332.87384033203125,0,-1.0436601945684745
2023-11-27 00:00:00-05:00,334.34574581240656,338.0454501661947,332.37656840464615,332.87384033203125,15684500,0.0,0.0,META,323.4147201538086,313.13730590820313,70.69648789030815,7.406052841950782,6.560748549989796,348.51337341437903,298.3160668932382,16267095.0,-0.010436601945684743,0.0170301209488076,337.1404113769531,1,1.2817381626222426
